[ 2017-02-24T00:00:01+08:00 ] /static/fonts/glyphicons-halflings-regular.woff | INFO: Tag[ route_check ] --START--
[ 2017-02-24T08:46:52+08:00 ] /index_developer5.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:46:52+08:00 ] /index_developer5.html | INFO: Tag[ view_parse ] --START--
[ 2017-02-24T08:46:52+08:00 ] /index_developer5.html | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-24T08:46:52+08:00 ] /index_developer5.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-24T08:46:52+08:00 ] /index_developer5.html | INFO: Tag[ view_filter ] --START--
[ 2017-02-24T08:46:52+08:00 ] /index_developer5.html | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:52+08:00 ] /index_developer5.html | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:52+08:00 ] /index_developer5.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:52+08:00 ] /index_developer5.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:52+08:00 ] /index_developer5.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:46:52+08:00 ] /index_developer5.html | INFO: Tag[ view_end ] --START--
[ 2017-02-24T08:46:52+08:00 ] /index_developer5.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:52+08:00 ] /index_developer5.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:46:52+08:00 ] /js/jquery-1.9.1.js?v=1487897212 | INFO: Tag[ route_check ] --START--
[ 2017-02-24T08:46:52+08:00 ] /js/jquery-1.9.1.js?v=1487897212 | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:52+08:00 ] /js/jquery-1.9.1.js?v=1487897212 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:46:52+08:00 ] /js/jquery-1.9.1.js?v=1487897212 | INFO: Tag[ app_begin ] --START--
[ 2017-02-24T08:46:52+08:00 ] /js/jquery-1.9.1.js?v=1487897212 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:52+08:00 ] /js/jquery-1.9.1.js?v=1487897212 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:46:52+08:00 ] /js/jquery-1.9.1.js?v=1487897212 | SQL: SHOW COLUMNS FROM `pay_user` [ RunTime:0.000000s ]
[ 2017-02-24T08:46:52+08:00 ] /js/jquery-1.9.1.js?v=1487897212 | SQL: SELECT `id` FROM `pay_user` WHERE mypayurlname='js/jquery-1.9.1.js' LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T08:46:52+08:00 ] /js/jquery-1.9.1.js?v=1487897212 | INFO: Tag[ view_template ] --START--
[ 2017-02-24T08:46:52+08:00 ] /js/jquery-1.9.1.js?v=1487897212 | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:52+08:00 ] /js/jquery-1.9.1.js?v=1487897212 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:46:52+08:00 ] /js/jquery-1.9.1.js?v=1487897212 | INFO: Tag[ view_parse ] --START--
[ 2017-02-24T08:46:52+08:00 ] /js/jquery-1.9.1.js?v=1487897212 | INFO: Run ParseTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:52+08:00 ] /js/jquery-1.9.1.js?v=1487897212 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:46:52+08:00 ] /js/jquery-1.9.1.js?v=1487897212 | INFO: Tag[ view_filter ] --START--
[ 2017-02-24T08:46:52+08:00 ] /js/jquery-1.9.1.js?v=1487897212 | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:52+08:00 ] /js/jquery-1.9.1.js?v=1487897212 | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:52+08:00 ] /js/jquery-1.9.1.js?v=1487897212 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:52+08:00 ] /js/jquery-1.9.1.js?v=1487897212 | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:52+08:00 ] /js/jquery-1.9.1.js?v=1487897212 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:46:52+08:00 ] /js/jquery-1.9.1.js?v=1487897212 | INFO: Tag[ view_end ] --START--
[ 2017-02-24T08:46:52+08:00 ] /js/jquery-1.9.1.js?v=1487897212 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:52+08:00 ] /js/jquery-1.9.1.js?v=1487897212 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /index_developer3.html | INFO: Tag[ route_check ] --START--
[ 2017-02-24T08:46:54+08:00 ] /index_developer3.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /index_developer3.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /index_developer3.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-24T08:46:54+08:00 ] /index_developer3.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /index_developer3.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /index_developer3.html | INFO: Tag[ view_template ] --START--
[ 2017-02-24T08:46:54+08:00 ] /index_developer3.html | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /index_developer3.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /index_developer3.html | INFO: Tag[ view_parse ] --START--
[ 2017-02-24T08:46:54+08:00 ] /index_developer3.html | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-24T08:46:54+08:00 ] /index_developer3.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-24T08:46:54+08:00 ] /index_developer3.html | INFO: Tag[ view_filter ] --START--
[ 2017-02-24T08:46:54+08:00 ] /index_developer3.html | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /index_developer3.html | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /index_developer3.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /index_developer3.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /index_developer3.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /index_developer3.html | INFO: Tag[ view_end ] --START--
[ 2017-02-24T08:46:54+08:00 ] /index_developer3.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /index_developer3.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /js/jquery-1.9.1.js?v=1487897214 | INFO: Tag[ route_check ] --START--
[ 2017-02-24T08:46:54+08:00 ] /js/jquery-1.9.1.js?v=1487897214 | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /js/jquery-1.9.1.js?v=1487897214 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /js/jquery-1.9.1.js?v=1487897214 | INFO: Tag[ app_begin ] --START--
[ 2017-02-24T08:46:54+08:00 ] /js/jquery-1.9.1.js?v=1487897214 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /js/jquery-1.9.1.js?v=1487897214 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /js/jquery-1.9.1.js?v=1487897214 | SQL: SHOW COLUMNS FROM `pay_user` [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /js/jquery-1.9.1.js?v=1487897214 | SQL: SELECT `id` FROM `pay_user` WHERE mypayurlname='js/jquery-1.9.1.js' LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /js/jquery-1.9.1.js?v=1487897214 | INFO: Tag[ view_template ] --START--
[ 2017-02-24T08:46:54+08:00 ] /js/jquery-1.9.1.js?v=1487897214 | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /js/jquery-1.9.1.js?v=1487897214 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /js/jquery-1.9.1.js?v=1487897214 | INFO: Tag[ view_parse ] --START--
[ 2017-02-24T08:46:54+08:00 ] /js/jquery-1.9.1.js?v=1487897214 | INFO: Run ParseTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /js/jquery-1.9.1.js?v=1487897214 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /js/jquery-1.9.1.js?v=1487897214 | INFO: Tag[ view_filter ] --START--
[ 2017-02-24T08:46:54+08:00 ] /js/jquery-1.9.1.js?v=1487897214 | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /js/jquery-1.9.1.js?v=1487897214 | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /js/jquery-1.9.1.js?v=1487897214 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /js/jquery-1.9.1.js?v=1487897214 | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /js/jquery-1.9.1.js?v=1487897214 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /js/jquery-1.9.1.js?v=1487897214 | INFO: Tag[ view_end ] --START--
[ 2017-02-24T08:46:54+08:00 ] /js/jquery-1.9.1.js?v=1487897214 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:46:54+08:00 ] /js/jquery-1.9.1.js?v=1487897214 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:47:55+08:00 ] /SjtAdminSjt_Wangguan_wgbank.html | INFO: Tag[ route_check ] --START--
[ 2017-02-24T08:47:55+08:00 ] /SjtAdminSjt_Wangguan_wgbank.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:47:55+08:00 ] /SjtAdminSjt_Wangguan_wgbank.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:47:55+08:00 ] /SjtAdminSjt_Wangguan_wgbank.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-24T08:47:55+08:00 ] /SjtAdminSjt_Wangguan_wgbank.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:47:55+08:00 ] /SjtAdminSjt_Wangguan_wgbank.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:47:55+08:00 ] /SjtAdminSjt_Wangguan_wgbank.html | INFO: Tag[ view_template ] --START--
[ 2017-02-24T08:47:55+08:00 ] /SjtAdminSjt_Wangguan_wgbank.html | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:47:55+08:00 ] /SjtAdminSjt_Wangguan_wgbank.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:47:55+08:00 ] /SjtAdminSjt_Wangguan_wgbank.html | INFO: Tag[ view_parse ] --START--
[ 2017-02-24T08:47:55+08:00 ] /SjtAdminSjt_Wangguan_wgbank.html | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-24T08:47:55+08:00 ] /SjtAdminSjt_Wangguan_wgbank.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-24T08:47:55+08:00 ] /SjtAdminSjt_Wangguan_wgbank.html | INFO: Tag[ view_filter ] --START--
[ 2017-02-24T08:47:55+08:00 ] /SjtAdminSjt_Wangguan_wgbank.html | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:47:55+08:00 ] /SjtAdminSjt_Wangguan_wgbank.html | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:47:55+08:00 ] /SjtAdminSjt_Wangguan_wgbank.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:47:55+08:00 ] /SjtAdminSjt_Wangguan_wgbank.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:47:55+08:00 ] /SjtAdminSjt_Wangguan_wgbank.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:47:55+08:00 ] /SjtAdminSjt_Wangguan_wgbank.html | INFO: Tag[ view_end ] --START--
[ 2017-02-24T08:47:55+08:00 ] /SjtAdminSjt_Wangguan_wgbank.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:47:55+08:00 ] /SjtAdminSjt_Wangguan_wgbank.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:48:01+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Tag[ route_check ] --START--
[ 2017-02-24T08:48:01+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:01+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:48:01+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-24T08:48:01+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:01+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:48:01+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2017-02-24T08:48:01+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2017-02-24T08:48:01+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | SQL: SHOW COLUMNS FROM `pay_sjtadminsjt` [ RunTime:0.000000s ]
[ 2017-02-24T08:48:01+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | SQL: SELECT * FROM `pay_sjtadminsjt` WHERE SjtUserName = 'admin' and SjtPassWord = 'e10adc3949ba59abbe56e057f20f883e'  [ RunTime:0.000000s ]
[ 2017-02-24T08:48:01+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | SQL: SELECT `SjtUserType` FROM `pay_sjtadminsjt` WHERE SjtUserName = 'admin' and SjtPassWord = 'e10adc3949ba59abbe56e057f20f883e' LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt | INFO: Tag[ route_check ] --START--
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt | INFO: Tag[ app_begin ] --START--
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt | INFO: Tag[ view_template ] --START--
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt | INFO: Tag[ view_parse ] --START--
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt | INFO: Tag[ view_filter ] --START--
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt | INFO: Tag[ view_end ] --START--
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Tag[ route_check ] --START--
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | SQL: SHOW COLUMNS FROM `pay_newlist` [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_newlist` WHERE type = 2 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | SQL: SELECT * FROM `pay_newlist` WHERE type = 2 ORDER BY datetime desc LIMIT 0,10   [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Tag[ view_template ] --START--
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Tag[ view_parse ] --START--
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | NOTIC: [8] Undefined index: title 55947cf2b4cbcaca7325a493e279b1bb.php 第 190 行.
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | NOTIC: [8] Undefined index: zt 55947cf2b4cbcaca7325a493e279b1bb.php 第 200 行.
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Tag[ view_filter ] --START--
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Tag[ view_end ] --START--
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Tag[ route_check ] --START--
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | SQL: SHOW COLUMNS FROM `pay_user` [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_user` WHERE status=0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | SQL: SELECT * FROM `pay_user` WHERE status=0 ORDER BY RegDate desc LIMIT 0,10   [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Tag[ view_template ] --START--
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Tag[ view_parse ] --START--
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Run ParseTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Tag[ view_filter ] --START--
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.015625s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.015625s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Tag[ view_end ] --START--
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | INFO: Tag[ route_check ] --START--
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T08:48:02+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
